 時間帯,リンクID,種別,最大セクション,自由速度,平均速度,率
 7200, 911050011,    1,   13,   12,    12.0,   1.000
 7200, 911050031,    1,   38,   12,    12.0,   1.000
 7200, 921050051,    1,    9,   12,    12.0,   1.000
 7200, 910850071,    1,  236,    7,     7.0,   1.000
 7200, 320020231,    1,   23,   12,    12.0,   1.000
 7200, 910210251,    1,   16,    9,     4.0,   0.450
 7200, 921370011,    1,   47,    7,     7.0,   1.000
 7200, 910960011,    1,   44,    9,     9.0,   1.000
 7200, 920960031,    1,   24,    9,     9.0,   1.000
 7200, 310020191,    1,    4,   12,    12.0,   1.000
 7200, 320020211,    1,   89,   12,    12.0,   1.000
 7200, 920960011,    1,   44,    9,     9.0,   1.000
 7200, 920210111,    1,   22,    9,     9.0,   1.000
 7200, 610140271,    1,   38,   12,    12.0,   1.000
 7200, 620140271,    1,   38,   12,    12.0,   1.000
 7200, 320020091,    1,   31,   12,    12.0,   1.000
 7200, 920760011,    1,  269,    7,     7.0,   1.000
 7200, 911080011,    1,   80,   12,    12.0,   1.000
 7200, 921080031,    1,   86,   12,    12.0,   1.000
 7200, 610100011,    1,   10,   12,    12.0,   1.000
 7200, 920420051,    1,   99,   12,    12.0,   1.000
 7200, 911180091,    1,   27,    9,     9.0,   1.000
 7200, 920240011,    1,   34,    9,     9.0,   1.000
 7200, 921180111,    1,    8,    9,     9.0,   1.000
 7200, 910900031,    1,   23,    7,     7.0,   1.000
 7200, 911020111,    1,   77,    9,     9.0,   1.000
 7200, 921420011,    1,    4,    7,     7.0,   1.000
 7200, 921020131,    1,   55,    9,     9.0,   1.000
 7200, 620140251,    1,  102,   12,    12.0,   1.000
 7200, 620110151,    1,   66,   12,    12.0,   1.000
 7200, 921250071,    1,   32,   12,    12.0,   1.000
 7200, 620020051,    1,   77,   15,    15.0,   1.000
 7200, 410070011,    1,   63,   15,    15.0,   1.000
 7200, 420070031,    1,   48,   15,    15.0,   1.000
 7200, 420070071,    1,   34,   15,    15.0,   1.000
 7200, 420050141,    1,   31,   18,    18.0,   1.000
 7200, 910210171,    1,   94,   12,    12.0,   1.000
 7200, 910210151,    1,   19,   12,    12.0,   1.000
 7200, 920210131,    1,   56,    9,     9.0,   1.000
 7200, 911050071,    1,   30,   12,    12.0,   1.000
 7200, 920260031,    1,   46,   12,    12.0,   1.000
 7200, 310010051,    1,   23,   12,    12.0,   1.000
 7200, 610110111,    1,   64,   12,    12.0,   1.000
 7200, 620110131,    1,   30,   12,    12.0,   1.000
 7200, 920620011,    1,  160,    7,     7.0,   1.000
 7200, 910210271,    1,   69,   12,     4.4,   0.368
 7200, 911340111,    1,   29,    7,     7.0,   1.000
 7200, 910620071,    1,    5,    7,     7.0,   1.000
 7200, 920620091,    1,   72,    7,     7.0,   1.000
 7200, 910320011,    1,  109,    7,     2.8,   0.401
 7200, 920290011,    1,   67,    7,     7.0,   1.000
 7200, 911540011,    1,   77,    7,     7.0,   1.000
 7200, 921390011,    1,   72,    7,     7.0,   1.000
 7200, 921540031,    1,  200,    7,     7.0,   1.000
 7200, 910240051,    1,   47,    9,     9.0,   1.000
 7200, 911710091,    1,   38,    7,     7.0,   1.000
 7200, 910040031,    1,   30,    7,     7.0,   1.000
 7200, 911020311,    1,   35,    9,     9.0,   1.000
 7200, 921020331,    1,   60,    9,     9.0,   1.000
 7200, 921350031,    1,   64,    9,     9.0,   1.000
 7200, 921020251,    1,  173,    7,     7.0,   1.000
 7200, 911570011,    1,   97,    7,     7.0,   1.000
 7200, 910990011,    1,   11,    7,     7.0,   1.000
 7200, 921570031,    1,   61,    7,     7.0,   1.000
 7200, 911340071,    1,   61,    7,     7.0,   1.000
 7200, 911390031,    1,   57,    7,     7.0,   1.000
 7200, 911450011,    1,   48,    9,     9.0,   1.000
 7200, 910120011,    1,   73,    7,     7.0,   1.000
 7200, 910030011,    1,   69,    7,     7.0,   1.000
 7200, 921760011,    1,   42,    7,     7.0,   1.000
 7200, 920030031,    1,  144,    7,     7.0,   1.000
 7200, 911920031,    1,   51,    7,     7.0,   1.000
 7200, 920130051,    1,   56,    7,     7.0,   1.000
 7200, 921270051,    1,   10,    7,     7.0,   1.000
 7200, 921710011,    1,   64,    7,     7.0,   1.000
 7200, 911710051,    1,   14,    7,     7.0,   1.000
 7200, 920670011,    1,   32,    7,     7.0,   1.000
 7200, 921710071,    1,   49,    7,     7.0,   1.000
 7200, 921590011,    1,   48,    7,     7.0,   1.000
 7200, 920380051,    1,   48,    9,     9.0,   1.000
 7200, 911450031,    1,   42,    7,     7.0,   1.000
 7200, 921920011,    1,   56,    7,     7.0,   1.000
 7200, 921450051,    1,   47,    7,     7.0,   1.000
 7200, 920920011,    1,   26,    7,     7.0,   1.000
 7200, 920080031,    1,   43,    7,     7.0,   1.000
 7200, 910080011,    1,  103,    7,     7.0,   1.000
 7200, 920590011,    1,   37,    7,     7.0,   1.000
 7200, 911340091,    1,    7,    7,     7.0,   1.000
 7200, 910890031,    1,   12,    9,     9.0,   1.000
 7200, 911020351,    1,   14,    9,     9.0,   1.000
 7200, 920890051,    1,   13,    9,     9.0,   1.000
 7200, 911680031,    1,   58,    7,     7.0,   1.000
 7200, 920960051,    1,   22,    9,     9.0,   1.000
 7200, 920190011,    1,   13,    7,     7.0,   1.000
 7200, 910120031,    1,   81,    7,     7.0,   1.000
 7200, 920120051,    1,   20,    7,     7.0,   1.000
 7200, 921580011,    1,   80,    7,     7.0,   1.000
 7200, 910230011,    1,   76,    7,     7.0,   1.000
 7200, 920230031,    1,   37,    7,     7.0,   1.000
 7200, 310010431,    1,  106,   12,    12.0,   1.000
 7200, 320010451,    1,  110,   12,    12.0,   1.000
 7200, 320010431,    1,  106,   12,    12.0,   1.000
 7200, 310010411,    1,  102,   12,    12.0,   1.000
 7200, 910050011,    1,  192,    7,     7.0,   1.000
 7200, 920490071,    1,  221,    7,     7.0,   1.000
 7200, 920050021,    1,  192,    7,     7.0,   1.000
 7200, 910870011,    1,   22,    7,     7.0,   1.000
 7200, 910110011,    1,   33,    9,     9.0,   1.000
 7200, 920110031,    1,   14,    9,     9.0,   1.000
 7200, 911020211,    1,   36,    9,     9.0,   1.000
 7200, 911300011,    1,   31,    7,     7.0,   1.000
 7200, 911200091,    1,   27,    9,     9.0,   1.000
 7200, 620100411,    1,   47,   12,    12.0,   1.000
 7200, 620100551,    1,   47,    9,     9.0,   1.000
 7200, 910660171,    1,   27,   12,    12.0,   1.000
 7200, 910160011,    1,   52,    7,     7.0,   1.000
 7200, 921290051,    1,   48,    7,     7.0,   1.000
 7200, 922010051,    1,   68,    7,     7.0,   1.000
 7200, 921000011,    1,  135,    7,     7.0,   1.000
 7200, 911930011,    1,   26,    7,     7.0,   1.000
 7200, 911840011,    1,   34,    7,     7.0,   1.000
 7200, 920210351,    1,   64,   12,    12.0,   1.000
 7200, 921800011,    1,   86,    7,     7.0,   1.000
 7200, 320020331,    1,   14,   12,    12.0,   1.000
 7200, 410020011,    1,   60,   15,    15.0,   1.000
 7200, 610140011,    1,   29,   12,    12.0,   1.000
 7200, 610140031,    1,   29,   12,    12.0,   1.000
 7200, 420020091,    1,   71,   15,    15.0,   1.000
 7200, 921560061,    1,   21,    7,     7.0,   1.000
 7200, 911800111,    1,   94,    7,     7.0,   1.000
 7200, 921380031,    1,   39,    7,     7.0,   1.000
 7200, 921800051,    1,  104,    7,     7.0,   1.000
 7200, 921330011,    1,   77,    7,     7.0,   1.000
 7200, 920750051,    1,   28,    7,     7.0,   1.000
 7200, 911870011,    1,  141,    7,     7.0,   1.000
 7200, 911320051,    1,   19,    7,     7.0,   1.000
 7200, 911090031,    1,   19,    7,     7.0,   1.000
 7200, 921910031,    1,   27,    7,     7.0,   1.000
 7200, 620100131,    1,   51,   12,    12.0,   1.000
 7200, 310010271,    1,   17,    9,     9.0,   1.000
 7200, 310010311,    1,   11,    9,     9.0,   1.000
 7200, 910980011,    1,   15,    7,     7.0,   1.000
 7200, 911790011,    1,   62,    7,     7.0,   1.000
 7200, 920810051,    1,   49,    7,     7.0,   1.000
 7200, 920450071,    1,   17,    7,     7.0,   1.000
 7200, 920980091,    1,   21,    7,     7.0,   1.000
 7200, 921310031,    1,   72,    7,     7.0,   1.000
 7200, 620080091,    1,   19,   12,    12.0,   1.000
 7200, 921180131,    1,   28,    9,     9.0,   1.000
 7200, 920470071,    1,    9,    9,     9.0,   1.000
 7200, 911610011,    1,    9,    7,     7.0,   1.000
 7200, 910910071,    1,   22,    9,     9.0,   1.000
 7200, 911610091,    1,   23,    7,     7.0,   1.000
 7200, 910470011,    1,    8,    7,     7.0,   1.000
 7200, 910400071,    1,    8,    7,     7.0,   1.000
 7200, 911500011,    1,  103,    7,     7.0,   1.000
 7200, 911020031,    1,   30,    9,     9.0,   1.000
 7200, 910910011,    1,  171,    9,     9.0,   1.000
 7200, 410050061,    1,   81,   18,    18.0,   1.000
 7200, 610110011,    1,   80,   12,    12.0,   1.000
 7200, 410070231,    1,   65,   15,    15.0,   1.000
 7200, 610140231,    1,  127,   12,    12.0,   1.000
 7200, 911350071,    1,   65,    7,     7.0,   1.000
 7200, 620110071,    1,  103,   12,    12.0,   1.000
 7200, 920210191,    1,   23,   12,    12.0,   1.000
 7200, 910260011,    1,   17,   12,    12.0,   1.000
 7200, 320010071,    1,  229,   12,    12.0,   1.000
 7200, 620020031,    1,   49,   15,    15.0,   1.000
 7200, 920240071,    1,   58,    9,     9.0,   1.000
 7200, 911350011,    1,   32,    9,     9.0,   1.000
 7200, 911020231,    1,    3,    9,     9.0,   1.000
 7200, 910380071,    1,   21,    9,     9.0,   1.000
 7200, 910620031,    1,   89,    7,     7.0,   1.000
 7200, 910230051,    1,  101,    7,     7.0,   1.000
 7200, 920310031,    1,   50,    7,     7.0,   1.000
 7200, 921930011,    1,   26,    7,     7.0,   1.000
 7200, 610100491,    1,    7,   12,    12.0,   1.000
 7200, 920660131,    1,   13,   12,    12.0,   1.000
 7200, 910550051,    1,   45,    7,     7.0,   1.000
 7200, 910800051,    1,   45,    7,     7.0,   1.000
 7200, 911280051,    1,   13,    7,     7.0,   1.000
 7200, 911280091,    1,    7,    7,     7.0,   1.000
 7200, 911550031,    1,    8,    7,     7.0,   1.000
 7200, 620120011,    1,   33,   12,    12.0,   1.000
 7200, 310020291,    1,   63,    9,     9.0,   1.000
 7200, 920350051,    1,   45,    7,     7.0,   1.000
 7200, 920350091,    1,   59,    7,     7.0,   1.000
 7200, 911320151,    1,   79,    7,     7.0,   1.000
 7200, 910420071,    1,   24,   12,    12.0,   1.000
 7200, 921200091,    1,   27,    9,     9.0,   1.000
 7200, 910520031,    1,   58,    7,     7.0,   1.000
 7200, 910610031,    1,   53,    7,     7.0,   1.000
 7200, 910830071,    1,  108,    7,     7.0,   1.000
 7200, 911320011,    1,   33,    7,     7.0,   1.000
 7200, 910600011,    1,   95,    7,     7.0,   1.000
 7200, 910280011,    1,   47,    7,     7.0,   1.000
 7200, 920220011,    1,   16,    7,     7.0,   1.000
 7200, 921650011,    1,  156,    7,     7.0,   1.000
 7200, 911120011,    1,   70,    9,     9.0,   1.000
 7200, 921530011,    1,   37,    7,     7.0,   1.000
 7200, 911020011,    1,  139,    9,     9.0,   1.000
 7200, 910910051,    1,   37,    9,     9.0,   1.000
 7200, 920400031,    1,   26,    7,     7.0,   1.000
 7200, 921720071,    1,   22,    7,     7.0,   1.000
 7200, 911020191,    1,    4,    9,     9.0,   1.000
 7200, 620010031,    1,   27,   12,    12.0,   1.000
 7200, 420070211,    1,   65,   15,    15.0,   1.000
 7200, 911350051,    1,   32,    9,     9.0,   1.000
 7200, 420050201,    1,   90,   18,    18.0,   1.000
 7200, 310020031,    1,   15,   12,    12.0,   1.000
 7200, 910210091,    1,   13,    9,     9.0,   1.000
 7200, 310020071,    1,   17,   12,    12.0,   1.000
 7200, 620100031,    1,  310,   12,    12.0,   1.000
 7200, 920850051,    1,   15,    9,     9.0,   1.000
 7200, 910040011,    1,   19,    7,     7.0,   1.000
 7200, 910780011,    1,   32,    9,     9.0,   1.000
 7200, 911490011,    1,   51,    7,     7.0,   1.000
 7200, 920960091,    1,   83,    7,     7.0,   1.000
 7200, 921250031,    1,   32,    7,     7.0,   1.000
 7200, 910380031,    1,   63,    9,     9.0,   1.000
 7200, 920800031,    1,   47,    7,     7.0,   1.000
 7200, 911990031,    1,    9,    7,     7.0,   1.000
 7200, 910430031,    1,   35,    7,     7.0,   1.000
 7200, 911220031,    1,   36,    7,     7.0,   1.000
 7200, 912000031,    1,   39,    7,     7.0,   1.000
 7200, 920740031,    1,   50,    7,     7.0,   1.000
 7200, 910350071,    1,   48,    7,     7.0,   1.000
 7200, 310030091,    1,   28,   15,    15.0,   1.000
 7200, 920720031,    1,   55,    7,     7.0,   1.000
 7200, 920510031,    1,   59,    7,     7.0,   1.000
 7200, 911780031,    1,    7,    7,     7.0,   1.000
 7200, 920690011,    1,   50,    7,     7.0,   1.000
 7200, 320020131,    1,   48,   12,    12.0,   1.000
 7200, 710010031,    1,   35,   15,    15.0,   1.000
 7200, 911510051,    1,   10,    7,     7.0,   1.000
 7200, 410070051,    1,   21,   15,    15.0,   1.000
 7200, 420050021,    1,   30,   18,    18.0,   1.000
 7200, 910470171,    1,  108,    7,     7.0,   1.000
 7200, 920500021,    1,  130,    9,     9.0,   1.000
 7200, 911250051,    1,   32,   12,    12.0,   1.000
 7200, 920210291,    1,   26,   12,    12.0,   1.000
 7200, 910200071,    1,   18,    7,     7.0,   1.000
 7200, 911030031,    1,   15,    7,     7.0,   1.000
 7200, 921560021,    1,  129,    7,     7.0,   1.000
 7200, 910210571,    1,    6,    7,     7.0,   1.000
 7200, 921380071,    1,   11,    7,     7.0,   1.000
 7200, 920830011,    1,  152,    7,     7.0,   1.000
 7200, 620100271,    1,   64,   12,    12.0,   1.000
 7200, 920330011,    1,  178,    7,     7.0,   1.000
 7200, 921380051,    1,    8,    7,     7.0,   1.000
 7200, 620100111,    1,   19,   12,    12.0,   1.000
 7200, 920960151,    1,   69,    7,     7.0,   1.000
 7200, 920450031,    1,   36,    7,     7.0,   1.000
 7200, 920240031,    1,   56,    9,     9.0,   1.000
 7200, 910340011,    1,   20,    7,     7.0,   1.000
 7200, 911720091,    1,   11,    7,     7.0,   1.000
 7200, 920250011,    1,   95,    7,     7.0,   1.000
 7200, 310030151,    1,   65,   15,    15.0,   1.000
 7200, 921200031,    1,   85,   12,    12.0,   1.000
 7200, 420060031,    1,  195,    9,     9.0,   1.000
 7200, 921560121,    1,   20,    7,     7.0,   1.000
 7200, 920520011,    1,   59,    7,     7.0,   1.000
 7200, 920270011,    1,   50,    7,     7.0,   1.000
 7200, 920210451,    1,   50,   12,    12.0,   1.000
 7200, 920960111,    1,   16,    7,     7.0,   1.000
 7200, 920460071,    1,   48,    7,     7.0,   1.000
 7200, 910460051,    1,    4,    7,     7.0,   1.000
 7200, 910460031,    1,   51,    7,     7.0,   1.000
 7200, 911960011,    1,   75,    7,     7.0,   1.000
 7200, 911660011,    1,  120,    7,     7.0,   1.000
 7200, 911140031,    1,   96,    9,     9.0,   1.000
 7200, 620160011,    1,    6,    7,     7.0,   1.000
 7200, 610070011,    1,  216,    9,     9.0,   1.000
 7200, 921060031,    1,  157,    7,     7.0,   1.000
 7200, 911060011,    1,  110,    7,     7.0,   1.000
 7200, 921950011,    1,   36,    7,     7.0,   1.000
 7200, 910440011,    1,  117,    7,     7.0,   1.000
 7200, 921900011,    1,  229,    7,     7.0,   1.000
 7200, 620050021,    1,  546,   12,    12.0,   1.000
 7200, 910860011,    1,  149,    7,     7.0,   1.000
 7200, 910490031,    1,  182,    7,     7.0,   1.000
 7200, 920490051,    1,  212,    7,     7.0,   1.000
 7200, 910490051,    1,  212,    7,     7.0,   1.000
 7200, 910730031,    1,   59,    7,     7.0,   1.000
 7200, 911340031,    1,   28,    7,     7.0,   1.000
 7200, 910140031,    1,   18,    7,     7.0,   1.000
 7200, 911630031,    1,   50,    7,     7.0,   1.000
 7200, 921630011,    1,  111,    7,     7.0,   1.000
 7200, 911270071,    1,   19,    7,     7.0,   1.000
 7200, 921670021,    1,  145,    9,     9.0,   1.000
 7200, 910650051,    1,   25,    9,     9.0,   1.000
 7200, 610010071,    1,   25,   12,    12.0,   1.000
 7200, 911370011,    1,   47,    7,     7.0,   1.000
 7200, 921130011,    1,   45,    9,     9.0,   1.000
 7200, 911810011,    1,   87,    7,     7.0,   1.000
 7200, 910780031,    1,   28,    7,     7.0,   1.000
 7200, 921170011,    1,   41,    7,     7.0,   1.000
 7200, 911680051,    1,   28,    7,     7.0,   1.000
 7200, 310010451,    1,  110,   12,    12.0,   1.000
 7200, 610010111,    1,  110,   12,    12.0,   1.000
 7200, 620010111,    1,  110,   12,    12.0,   1.000
 7200, 610010091,    1,   82,   12,    12.0,   1.000
 7200, 910650091,    1,   62,    7,     7.0,   1.000
 7200, 920650091,    1,   62,    7,     7.0,   1.000
 7200, 910650071,    1,   10,    9,     9.0,   1.000
 7200, 910820011,    1,    9,    7,     7.0,   1.000
 7200, 920820011,    1,    9,    7,     7.0,   1.000
 7200, 620010091,    1,   82,   12,    12.0,   1.000
 7200, 920650071,    1,   10,    9,     9.0,   1.000
 7200, 410040011,    1,   30,   15,    15.0,   1.000
 7200, 420040031,    1,   27,   15,    15.0,   1.000
 7200, 911340051,    1,   10,    7,     7.0,   1.000
 7200, 921340051,    1,   10,    7,     7.0,   1.000
 7200, 910720011,    1,   29,    7,     3.3,   0.466
 7200, 920720011,    1,   29,    7,     7.0,   1.000
 7200, 911710031,    1,   35,    7,     7.0,   1.000
 7200, 921710031,    1,   35,    7,     7.0,   1.000
 7200, 911870051,    1,  147,    7,     7.0,   1.000
 7200, 921870051,    1,  147,    7,     7.0,   1.000
 7200, 610130031,    1,   39,   12,    12.0,   1.000
 7200, 620130031,    1,   39,   12,    12.0,   1.000
 7200, 610130011,    1,   43,   12,    12.0,   1.000
 7200, 620130011,    1,   43,   12,    12.0,   1.000
 7200, 610100311,    1,    2,   12,    12.0,   1.000
 7200, 620100311,    1,    2,   12,    12.0,   1.000
 7200, 310020011,    1,    2,   12,    12.0,   1.000
 7200, 320020011,    1,    2,   12,    12.0,   1.000
 7200, 921410011,    1,    2,    7,     7.0,   1.000
 7200, 911410011,    1,    2,    7,     7.0,   1.000
 7200, 910790011,    1,    2,    9,     9.0,   1.000
 7200, 920790011,    1,    2,    9,     9.0,   1.000
 7200, 410050081,    1,   42,   18,    18.0,   1.000
 7200, 420050121,    1,   23,   18,    18.0,   1.000
 7800, 620100451,    1,   38,   12,    12.0,   1.000
 7800, 610040111,    1,   43,    9,     9.0,   1.000
 7800, 920300011,    1,   19,    9,     9.0,   1.000
 7800, 620100391,    1,   28,   12,    12.0,   1.000
 7800, 610040091,    1,   34,    9,     9.0,   1.000
 7800, 921000031,    1,   97,    7,     7.0,   1.000
 7800, 620100571,    1,   15,    9,     9.0,   1.000
 7800, 620100531,    1,    3,   12,    12.0,   1.000
 7800, 920430011,    1,   43,    7,     7.0,   1.000
 7800, 920840031,    1,   47,    7,     7.0,   1.000
 7800, 920160011,    1,   52,    7,     7.0,   1.000
 7800, 620100491,    1,    7,   12,    12.0,   1.000
 7800, 920200011,    1,   25,    7,     7.0,   1.000
 7800, 921740051,    1,  103,    7,     7.0,   1.000
 7800, 610040071,    1,   62,    9,     9.0,   1.000
 7800, 921030011,    1,   43,    7,     7.0,   1.000
 7800, 921220011,    1,   43,    7,     7.0,   1.000
 7800, 920660171,    1,   27,   12,    12.0,   1.000
 7800, 921970151,    1,   28,    7,     7.0,   1.000
 7800, 910660151,    1,    7,   12,    12.0,   1.000
 7800, 920660211,    1,   33,   12,    12.0,   1.000
 7800, 921110051,    1,   45,    7,     7.0,   1.000
 7800, 910660191,    1,    4,   12,    12.0,   1.000
 7800, 920660231,    1,   33,   12,    12.0,   1.000
 7800, 920550051,    1,   45,    7,     7.0,   1.000
 7800, 910660211,    1,   33,   12,    12.0,   1.000
 7800, 920800051,    1,   45,    7,     7.0,   1.000
 7800, 910660231,    1,    3,   12,    12.0,   1.000
 7800, 920150011,    1,   32,    7,     7.0,   1.000
 7800, 921990031,    1,    9,    7,     7.0,   1.000
 7800, 921990051,    1,   28,    7,     7.0,   1.000
 7800, 921280011,    1,   14,    7,     7.0,   1.000
 7800, 921280051,    1,   13,    7,     7.0,   1.000
 7800, 920200071,    1,   18,    7,     7.0,   1.000
 7800, 911380191,    1,   34,    7,     7.0,   1.000
 7800, 921740031,    1,  133,    7,     7.0,   1.000
 7800, 921550031,    1,    8,    7,     7.0,   1.000
 7800, 921550071,    1,    3,    7,     7.0,   1.000
 7800, 920160051,    1,   36,    7,     7.0,   1.000
 7800, 911260011,    1,   52,    7,     7.0,   1.000
 7800, 920680031,    1,   78,    7,     7.0,   1.000
 7800, 920830031,    1,   70,    7,     7.0,   1.000
 7800, 921380171,    1,   24,    7,     7.0,   1.000
 7800, 911380151,    1,   86,    7,     7.0,   1.000
 7800, 921290031,    1,    3,    7,     7.0,   1.000
 7800, 921840011,    1,   34,    7,     7.0,   1.000
 7800, 922010031,    1,    3,    7,     7.0,   1.000
 7800, 921010011,    1,   18,    7,     7.0,   1.000
 7800, 921970111,    1,   48,    7,     7.0,   1.000
 7800, 921990071,    1,   33,    7,     7.0,   1.000
 7800, 921990091,    1,   33,    7,     7.0,   1.000
 7800, 921030031,    1,   15,    7,     7.0,   1.000
 7800, 921010031,    1,   33,    7,     7.0,   1.000
 7800, 911010011,    1,   18,    7,     7.0,   1.000
 7800, 921010051,    1,   33,    7,     7.0,   1.000
 7800, 911010031,    1,   33,    7,     7.0,   1.000
 7800, 911010051,    1,   33,    7,     7.0,   1.000
 7800, 920430031,    1,   35,    7,     7.0,   1.000
 7800, 910430011,    1,   43,    7,     7.0,   1.000
 7800, 921280071,    1,   26,    7,     7.0,   1.000
 7800, 921280091,    1,    7,    7,     7.0,   1.000
 7800, 921220031,    1,   36,    7,     7.0,   1.000
 7800, 920200031,    1,   18,    7,     7.0,   1.000
 7800, 910300011,    1,   19,    9,     9.0,   1.000
 7800, 910930011,    1,   40,    7,     7.0,   1.000
 7800, 921550111,    1,    3,    7,     7.0,   1.000
 7800, 910660031,    1,   63,   12,    12.0,   1.000
 7800, 921200071,    1,   34,    9,     9.0,   1.000
 7800, 911800131,    1,   21,    7,     7.0,   1.000
 7800, 921200011,    1,   26,   12,    12.0,   1.000
 7800, 320030031,    1,   56,   15,    15.0,   1.000
 7800, 320030011,    1,   47,   15,    15.0,   1.000
 7800, 420030031,    1,   89,   12,    12.0,   1.000
 7800, 610120011,    1,   33,   12,    12.0,   1.000
 7800, 920210331,    1,   53,   12,    12.0,   1.000
 7800, 320030131,    1,   25,   15,    15.0,   1.000
 7800, 921200051,    1,   93,    9,     9.0,   1.000
 7800, 920350071,    1,   48,    7,     7.0,   1.000
 7800, 920350031,    1,  117,    7,     7.0,   1.000
 7800, 320030091,    1,   28,   15,    15.0,   1.000
 7800, 320030051,    1,   57,   15,    15.0,   1.000
 7800, 420020171,    1,   63,    9,     9.0,   1.000
 7800, 920210471,    1,   37,    9,     9.0,   1.000
 7800, 420020011,    1,   60,   15,    15.0,   1.000
 7800, 620040031,    1,   15,    9,     9.0,   1.000
 7800, 910350131,    1,   71,    7,     7.0,   1.000
 7800, 921870011,    1,  141,    7,     7.0,   1.000
 7800, 921850031,    1,   91,   12,    12.0,   1.000
 7800, 921320091,    1,   84,    7,     7.0,   1.000
 7800, 920210391,    1,  116,   12,    12.0,   1.000
 7800, 620140091,    1,   68,   12,    12.0,   1.000
 7800, 920520031,    1,   58,    7,     7.0,   1.000
 7800, 920610031,    1,   53,    7,     7.0,   1.000
 7800, 610140091,    1,   68,   12,    12.0,   1.000
 7800, 320030151,    1,   65,   15,    15.0,   1.000
 7800, 921690011,    1,   67,    7,     7.0,   1.000
 7800, 921750011,    1,   56,    7,     7.0,   1.000
 7800, 920170011,    1,   32,    7,     7.0,   1.000
 7800, 420020071,    1,   43,   15,    15.0,   1.000
 7800, 921430011,    1,   13,    7,     7.0,   1.000
 7800, 610140131,    1,   16,    9,     9.0,   1.000
 7800, 320030071,    1,   27,   15,    15.0,   1.000
 7800, 921960011,    1,   75,    7,     7.0,   1.000
 7800, 320030111,    1,   58,   15,    15.0,   1.000
 7800, 920600011,    1,   95,    7,     7.0,   1.000
 7800, 921700031,    1,   28,    7,     7.0,   1.000
 7800, 921660011,    1,  120,    7,     7.0,   1.000
 7800, 920360011,    1,   54,    7,     7.0,   1.000
 7800, 910610071,    1,   34,    7,     7.0,   1.000
 7800, 921320011,    1,   33,    7,     7.0,   1.000
 7800, 920280011,    1,   47,    7,     7.0,   1.000
 7800, 921970011,    1,   18,    7,     7.0,   1.000
 7800, 921690031,    1,    4,    7,     7.0,   1.000
 7800, 920110011,    1,   33,    9,     9.0,   1.000
 7800, 920460011,    1,   22,    7,     7.0,   1.000
 7800, 911320031,    1,   31,    7,     7.0,   1.000
 7800, 921090011,    1,   18,    7,     7.0,   1.000
 7800, 911090011,    1,   18,    7,     7.0,   1.000
 7800, 921090031,    1,   19,    7,     7.0,   1.000
 7800, 920600031,    1,   99,    7,     7.0,   1.000
 7800, 920280031,    1,    3,    7,     7.0,   1.000
 7800, 921700011,    1,   29,    7,     7.0,   1.000
 7800, 920100031,    1,   54,    7,     7.0,   1.000
 7800, 320010251,    1,   20,    9,     9.0,   1.000
 7800, 920980011,    1,   15,    7,     7.0,   1.000
 7800, 620100091,    1,   97,   12,    12.0,   1.000
 7800, 921790011,    1,   62,    7,     7.0,   1.000
 7800, 921310051,    1,   52,    7,     7.0,   1.000
 7800, 620100191,    1,    3,   12,    12.0,   1.000
 7800, 920960171,    1,   84,    7,     7.0,   1.000
 7800, 620100171,    1,  115,   12,    12.0,   1.000
 7800, 310010091,    1,  141,   15,    15.0,   1.000
 7800, 920140011,    1,   16,    7,     7.0,   1.000
 7800, 310010291,    1,    7,    9,     9.0,   1.000
 7800, 920730011,    1,   22,    7,     7.0,   1.000
 7800, 310010351,    1,   13,    9,     9.0,   1.000
 7800, 620100251,    1,   25,   12,    12.0,   1.000
 7800, 920810011,    1,   47,    7,     7.0,   1.000
 7800, 310010331,    1,   10,    9,     9.0,   1.000
 7800, 921780031,    1,    7,    7,     7.0,   1.000
 7800, 620100211,    1,   51,   12,    12.0,   1.000
 7800, 911900011,    1,  229,    7,     7.0,   1.000
 7800, 910290071,    1,   34,    7,     7.0,   1.000
 7800, 920690031,    1,   44,    7,     7.0,   1.000
 7800, 921310011,    1,   76,    7,     7.0,   1.000
 7800, 910490011,    1,   84,    7,     7.0,   1.000
 7800, 920810031,    1,   46,    7,     7.0,   1.000
 7800, 921340011,    1,   83,    7,     7.0,   1.000
 7800, 911120031,    1,  109,    9,     9.0,   1.000
 7800, 921120051,    1,   17,    7,     7.0,   1.000
 7800, 920070031,    1,   17,    7,     7.0,   1.000
 7800, 921340031,    1,   28,    7,     7.0,   1.000
 7800, 910090011,    1,  116,    7,     7.0,   1.000
 7800, 910370011,    1,   76,    7,     7.0,   1.000
 7800, 921440011,    1,   58,    7,     7.0,   1.000
 7800, 920980071,    1,    7,    7,     7.0,   1.000
 7800, 921890011,    1,   68,    7,     7.0,   1.000
 7800, 921160011,    1,    5,    7,     7.0,   1.000
 7800, 920140031,    1,   18,    7,     7.0,   1.000
 7800, 620140211,    1,   57,    9,     9.0,   1.000
 7800, 920210251,    1,   16,    9,     9.0,   1.000
 7800, 920420011,    1,   57,   12,    12.0,   1.000
 7800, 320020151,    1,   80,   12,    12.0,   1.000
 7800, 620100011,    1,   10,   12,    12.0,   1.000
 7800, 921270071,    1,   19,    7,     7.0,   1.000
